76	5	778	58	11	[3, 1]
52	25	3524	43	37	[9, 7]
30	0	2004	47	23	[3, 1]
20	5	3259	44	35	[3, 1]
2	40	1271	29	9	[3, 1]
22	40	1666	59	24	[3, 1]
51	15	1431	63	22	[3, 1]
1	20	4	1	0	[63, 1]
76	0	2797	41	28	[3, 1]
57	25	4073	1	1	[63, 1]
60	5	3594	49	43	[63, 1]
32	0	3766	62	57	[3, 1]
43	5	1235	63	19	[3, 1]
45	10	3664	19	17	[9, 7]
9	15	391	21	2	[3, 1]
8	0	2441	47	28	[3, 1]
50	5	3571	39	34	[3, 1]
63	40	2685	61	40	[63, 1]
3	15	3072	4	3	[3, 1]
75	30	2920	59	42	[3, 1]
54	35	3751	59	54	[3, 1]
0	15	2732	3	2	[3, 1]
24	5	1376	3	1	[3, 1]
60	20	3801	14	13	[3, 1]
32	20	151	27	1	[3, 1]
52	20	709	52	9	[3, 1]
45	5	1147	25	7	[63, 1]
44	15	2845	36	25	[63, 1]
20	0	2693	35	23	[3, 1]
30	5	66	62	1	[3, 1]
52	0	967	55	13	[9, 7]
21	0	191	43	2	[9, 7]
52	15	498	41	5	[3, 1]
19	30	3541	59	51	[3, 1]
16	5	1877	24	11	[63, 1]
42	10	797	36	7	[63, 1]
1	40	2731	3	2	[3, 1]
42	45	2381	43	25	[9, 7]
36	25	857	43	9	[9, 7]
12	35	3009	49	36	[63, 1]
49	35	1625	63	25	[3, 1]
0	45	3413	6	5	[9, 7]
40	5	2653	54	35	[9, 7]
69	20	1134	47	13	[3, 1]
47	20	3342	38	31	[3, 1]
59	30	499	41	5	[3, 1]
33	45	2436	37	22	[63, 1]
46	35	2272	9	5	[3, 1]
71	10	3488	27	23	[3, 1]
30	10	1627	63	25	[3, 1]
46	30	622	46	7	[3, 1]
54	20	2881	27	19	[3, 1]
48	15	2872	57	40	[3, 1]
28	15	710	52	9	[3, 1]
66	40	2231	11	6	[3, 1]
17	0	2283	61	34	[63, 1]
14	30	1264	55	17	[9, 7]
45	35	850	53	11	[3, 1]
64	40	3032	50	37	[3, 1]
56	40	3059	63	47	[3, 1]
8	10	2795	63	43	[3, 1]
24	40	147	28	1	[3, 1]
48	30	2726	3	2	[3, 1]
75	25	489	42	5	[9, 7]
45	25	1741	40	17	[3, 1]
1	45	3414	6	5	[9, 7]
60	40	2856	33	23	[3, 1]
59	40	1333	43	14	[9, 7]
22	30	3264	59	47	[3, 1]
48	25	2863	63	44	[3, 1]
8	45	2305	16	9	[3, 1]
70	40	3440	25	21	[63, 1]
2	25	1707	12	5	[63, 1]
49	30	533	23	3	[3, 1]
19	20	3371	62	51	[3, 1]
75	35	401	51	5	[3, 1]
15	45	518	63	8	[3, 1]
26	0	1511	19	7	[9, 7]
36	40	2283	61	34	[63, 1]
23	5	436	47	5	[3, 1]
5	25	1398	41	14	[3, 1]
42	20	3207	23	18	[3, 1]
30	40	1440	37	13	[63, 1]
76	45	1018	4	1	[3, 1]
50	45	150	55	2	[9, 7]
48	35	385	32	3	[3, 1]
73	10	172	24	1	[63, 1]
69	30	1723	19	8	[9, 7]
1	25	2048	2	1	[3, 1]
27	35	3661	47	42	[3, 1]
38	40	1895	54	25	[9, 7]
19	40	2442	52	31	[3, 1]
25	5	2719	62	41	[3, 1]
70	25	2776	59	40	[3, 1]
11	45	3191	59	46	[3, 1]
75	15	571	43	6	[9, 7]
60	45	3426	55	46	[9, 7]
44	30	802	46	9	[3, 1]
66	35	2288	34	19	[3, 1]
35	25	471	61	7	[63, 1]
59	5	3501	62	53	[3, 1]
10	35	3758	61	56	[63, 1]
55	40	2576	62	39	[3, 1]
46	25	1995	39	19	[3, 1]
51	35	3320	58	47	[3, 1]
38	5	3844	49	46	[63, 1]
61	45	3429	43	36	[9, 7]
59	15	290	57	4	[3, 1]
18	45	2848	23	16	[3, 1]
67	30	3103	33	25	[3, 1]
52	30	2406	63	37	[3, 1]
57	0	1177	59	17	[3, 1]
6	15	2184	15	8	[3, 1]
49	40	3960	30	29	[9, 7]
1	5	2859	53	37	[3, 1]
46	15	2169	17	9	[3, 1]
56	5	432	19	2	[9, 7]
59	0	3035	27	20	[3, 1]
13	20	719	57	10	[3, 1]
71	40	2725	3	2	[3, 1]
62	0	929	53	12	[3, 1]
23	10	742	11	2	[3, 1]
55	30	2324	37	21	[63, 1]
63	20	1535	8	3	[3, 1]
6	30	3447	63	53	[3, 1]
67	40	2641	45	29	[3, 1]
38	10	1386	62	21	[3, 1]
26	30	135	61	2	[63, 1]
66	5	1185	38	11	[3, 1]
58	45	1415	55	19	[9, 7]
24	10	1956	44	21	[3, 1]
73	5	1862	11	5	[3, 1]
21	10	1265	55	17	[9, 7]
55	5	3414	6	5	[9, 7]
67	5	3893	61	58	[63, 1]
1	10	1068	23	6	[3, 1]
60	30	3695	51	46	[3, 1]
21	35	2356	40	23	[3, 1]
7	30	419	49	5	[63, 1]
41	5	1149	57	16	[3, 1]
7	5	776	58	11	[3, 1]
20	35	243	17	1	[3, 1]
77	20	1065	50	13	[3, 1]
63	5	1592	18	7	[9, 7]
68	30	3719	54	49	[9, 7]
33	10	2843	49	34	[63, 1]
14	25	1651	62	25	[3, 1]
9	35	730	28	5	[3, 1]
24	0	3621	43	38	[9, 7]
72	25	3408	6	5	[9, 7]
18	40	420	39	4	[3, 1]
21	5	3254	34	27	[3, 1]
10	45	3254	34	27	[3, 1]
64	30	2675	49	32	[63, 1]
69	45	1827	56	25	[3, 1]
7	0	1301	63	20	[3, 1]
36	5	3356	61	50	[63, 1]
56	0	3327	16	13	[3, 1]
27	15	873	61	13	[63, 1]
34	5	1846	51	23	[3, 1]
21	45	3863	35	33	[3, 1]
21	15	3316	21	17	[3, 1]
21	30	1580	57	22	[3, 1]
57	20	1642	5	2	[3, 1]
67	45	3990	39	38	[3, 1]
12	10	3837	63	59	[3, 1]
50	15	1794	16	7	[3, 1]
48	40	43	63	1	[3, 1]
7	20	1990	35	17	[3, 1]
24	20	3730	56	51	[3, 1]
53	40	2675	49	32	[63, 1]
71	5	567	36	5	[63, 1]
36	35	556	59	8	[3, 1]
34	25	2417	61	36	[63, 1]
39	5	1156	39	11	[3, 1]
5	45	3104	33	25	[3, 1]
29	10	1928	17	8	[3, 1]
34	35	4093	1	1	[63, 1]
9	40	1789	55	24	[9, 7]
58	15	2436	37	22	[63, 1]
29	35	1840	49	22	[63, 1]
51	25	4085	1	1	[63, 1]
41	30	3750	59	54	[3, 1]
2	35	3419	61	51	[63, 1]
31	20	3690	61	55	[63, 1]
16	40	1636	5	2	[3, 1]
47	0	1753	7	3	[9, 7]
70	20	3725	11	10	[3, 1]
23	35	1537	8	3	[3, 1]
24	25	1367	3	1	[3, 1]
27	10	1003	49	12	[63, 1]
26	10	532	54	7	[9, 7]
2	20	1024	4	1	[3, 1]
33	30	3509	7	6	[9, 7]
70	35	3351	11	9	[3, 1]
18	20	2350	61	35	[63, 1]
76	15	83	49	1	[63, 1]
12	0	1487	11	4	[3, 1]
10	30	3284	61	49	[63, 1]
65	5	1501	30	11	[9, 7]
64	15	505	57	7	[3, 1]
15	0	2795	63	43	[3, 1]
48	10	3496	41	35	[3, 1]
26	5	1348	61	20	[63, 1]
68	35	2426	27	16	[3, 1]
39	10	1948	61	29	[63, 1]
24	35	3691	61	55	[63, 1]
54	25	1980	60	29	[63, 1]
74	45	847	29	6	[3, 1]
19	15	1570	60	23	[63, 1]
68	40	3335	43	35	[9, 7]
35	20	2577	62	39	[3, 1]
26	45	1126	40	11	[3, 1]
48	0	692	59	10	[3, 1]
67	10	1554	29	11	[3, 1]
30	15	1921	32	15	[3, 1]
69	5	3880	19	18	[9, 7]
76	10	3965	63	61	[3, 1]
58	10	3324	53	43	[3, 1]
11	20	977	21	5	[3, 1]
62	10	3177	49	38	[63, 1]
0	5	2048	2	1	[3, 1]
5	10	719	57	10	[3, 1]
10	5	1123	62	17	[3, 1]
37	10	1696	29	12	[3, 1]
56	15	1276	61	19	[63, 1]
54	0	2565	59	37	[3, 1]
53	10	3837	63	59	[3, 1]
29	30	1352	61	20	[63, 1]
43	30	879	14	3	[3, 1]
29	5	3709	53	48	[3, 1]
37	30	114	36	1	[63, 1]
59	35	1311	25	8	[63, 1]
37	45	2755	55	37	[9, 7]
33	35	3464	13	11	[63, 1]
35	45	739	61	11	[63, 1]
27	25	1527	59	22	[3, 1]
33	40	1221	57	17	[3, 1]
6	25	3925	24	23	[63, 1]
29	15	3397	41	34	[3, 1]
29	0	3215	51	40	[3, 1]
42	15	2906	31	22	[9, 7]
10	0	3105	62	47	[3, 1]
17	45	2473	53	32	[3, 1]
23	30	1424	23	8	[3, 1]
0	25	0	0	0	[0, 0]
60	15	1785	39	17	[3, 1]
1	0	682	6	1	[9, 7]
13	25	2720	3	2	[3, 1]
65	45	940	61	14	[63, 1]
56	20	3374	17	14	[3, 1]
46	20	923	40	9	[3, 1]
57	5	256	16	1	[3, 1]
62	15	3752	12	11	[63, 1]
50	0	2584	46	29	[3, 1]
55	45	2322	30	17	[9, 7]
31	30	545	15	2	[3, 1]
35	15	3922	47	45	[3, 1]
63	15	3691	61	55	[63, 1]
69	40	2727	3	2	[3, 1]
8	15	335	49	4	[63, 1]
15	10	2816	16	11	[3, 1]
5	35	1316	28	9	[3, 1]
28	30	2317	53	30	[3, 1]
8	40	2478	38	23	[3, 1]
26	25	2989	37	27	[63, 1]
0	40	0	0	0	[0, 0]
64	5	1216	37	11	[63, 1]
22	35	3461	58	49	[3, 1]
11	5	1001	45	11	[3, 1]
66	45	3961	61	59	[63, 1]
66	10	2602	63	40	[3, 1]
4	10	3409	6	5	[9, 7]
38	20	2706	56	37	[3, 1]
23	0	3313	47	38	[3, 1]
43	25	666	43	7	[9, 7]
5	0	498	41	5	[3, 1]
58	40	3207	23	18	[3, 1]
17	40	2260	29	16	[3, 1]
41	45	1077	19	5	[9, 7]
0	20	0	0	0	[0, 0]
52	40	3410	6	5	[9, 7]
20	45	2474	48	29	[63, 1]
56	10	351	35	3	[3, 1]
38	15	3734	34	31	[3, 1]
14	0	840	39	8	[3, 1]
1	30	0	0	0	[0, 0]
74	30	2359	33	19	[3, 1]
47	30	3080	4	3	[3, 1]
29	45	621	33	5	[3, 1]
37	5	1316	28	9	[3, 1]
33	0	1516	27	10	[3, 1]
17	20	2385	55	32	[9, 7]
32	35	3486	47	40	[3, 1]
34	20	1869	57	26	[3, 1]
20	40	2587	19	12	[9, 7]
62	45	3042	35	26	[3, 1]
36	30	1411	61	21	[63, 1]
46	45	3269	59	47	[3, 1]
52	45	3098	41	31	[3, 1]
72	20	3463	58	49	[3, 1]
65	15	337	61	5	[63, 1]
10	10	3251	63	50	[3, 1]
5	5	1522	35	13	[3, 1]
24	15	2316	23	13	[3, 1]
66	25	1546	53	20	[3, 1]
76	40	97	42	1	[9, 7]
70	15	1954	44	21	[3, 1]
71	25	3964	31	30	[9, 7]
26	40	3348	60	49	[63, 1]
19	0	333	37	3	[63, 1]
20	25	2873	57	40	[3, 1]
3	30	635	58	9	[3, 1]
46	0	1791	16	7	[3, 1]
70	45	1769	44	19	[3, 1]
6	40	3845	49	46	[63, 1]
30	20	2370	19	11	[9, 7]
47	10	917	58	13	[3, 1]
15	25	2364	26	15	[3, 1]
63	30	2022	63	31	[3, 1]
44	25	1322	31	10	[9, 7]
35	5	1779	53	23	[3, 1]
25	30	843	34	7	[3, 1]
34	40	2660	57	37	[3, 1]
2	5	0	0	0	[0, 0]
17	30	3679	59	53	[3, 1]
17	35	2290	59	33	[3, 1]
36	10	3989	38	37	[3, 1]
9	45	1262	13	4	[63, 1]
2	0	697	47	8	[3, 1]
11	10	3349	11	9	[3, 1]
70	0	2258	49	27	[63, 1]
56	30	1219	47	14	[3, 1]
34	45	549	52	7	[3, 1]
61	0	3567	31	27	[9, 7]
35	0	2257	49	27	[63, 1]
23	20	987	54	13	[9, 7]
9	30	19	1	0	[63, 1]
38	45	2599	52	33	[3, 1]
61	35	3096	41	31	[3, 1]
59	10	319	51	4	[3, 1]
9	10	2756	55	37	[9, 7]
18	35	538	61	8	[63, 1]
11	35	3905	43	41	[9, 7]
56	35	3340	38	31	[3, 1]
31	0	552	52	7	[3, 1]
38	0	1057	31	8	[9, 7]
45	0	3919	23	22	[3, 1]
18	10	1969	52	25	[3, 1]
11	40	3708	53	48	[3, 1]
22	20	548	15	2	[3, 1]
8	5	4	1	0	[63, 1]
10	20	2114	31	16	[9, 7]
60	0	3150	13	10	[63, 1]
58	5	1462	14	5	[3, 1]
27	5	4043	63	62	[3, 1]
13	5	3040	31	23	[9, 7]
47	45	1713	55	23	[9, 7]
9	25	886	37	8	[63, 1]
24	45	2627	53	34	[3, 1]
57	45	8	1	0	[63, 1]
67	35	1534	8	3	[3, 1]
32	40	23	1	0	[63, 1]
21	20	1439	37	13	[63, 1]
31	15	3909	22	21	[3, 1]
54	30	44	63	1	[3, 1]
32	15	1990	35	17	[3, 1]
13	10	2990	63	46	[3, 1]
62	5	622	46	7	[3, 1]
50	40	3252	34	27	[3, 1]
53	45	1513	46	17	[3, 1]
39	20	2326	37	21	[63, 1]
57	35	2618	61	39	[63, 1]
14	15	2184	15	8	[3, 1]
34	10	3832	31	29	[9, 7]
49	20	1262	13	4	[63, 1]
49	45	3254	34	27	[3, 1]
37	20	3163	57	44	[3, 1]
69	0	2676	49	32	[63, 1]
45	45	1933	53	25	[3, 1]
48	45	3206	23	18	[3, 1]
10	40	1554	29	11	[3, 1]
53	15	895	32	7	[3, 1]
7	15	3328	16	13	[3, 1]
25	0	1912	15	7	[3, 1]
58	25	893	55	12	[9, 7]
33	5	2632	14	9	[3, 1]
45	15	2367	45	26	[3, 1]
27	45	2502	18	11	[9, 7]
30	45	1474	25	9	[63, 1]
50	10	1808	34	15	[3, 1]
65	0	2940	39	28	[3, 1]
61	40	331	62	5	[3, 1]
41	20	202	61	3	[63, 1]
35	40	2121	56	29	[3, 1]
4	30	2688	32	21	[3, 1]
71	15	3937	26	25	[3, 1]
14	40	578	57	8	[3, 1]
35	30	1674	22	9	[3, 1]
73	15	957	30	7	[9, 7]
74	25	3629	35	31	[3, 1]
64	20	1291	54	17	[9, 7]
14	5	3895	61	58	[63, 1]
22	0	3248	29	23	[3, 1]
75	5	607	27	4	[3, 1]
64	25	1680	39	16	[3, 1]
47	15	2506	49	30	[63, 1]
22	10	1980	60	29	[63, 1]
44	40	1840	49	22	[63, 1]
31	5	745	11	2	[3, 1]
3	25	2048	2	1	[3, 1]
3	5	1408	32	11	[3, 1]
54	45	1258	13	4	[63, 1]
43	15	3108	29	22	[3, 1]
37	35	1682	56	23	[3, 1]
44	35	34	63	1	[3, 1]
69	35	1388	59	20	[3, 1]
49	10	4015	51	50	[3, 1]
41	35	1339	52	17	[3, 1]
5	20	683	6	1	[9, 7]
64	0	1469	53	19	[3, 1]
59	25	1207	61	18	[63, 1]
19	5	2435	37	22	[63, 1]
75	10	82	50	1	[3, 1]
4	15	1	1	0	[63, 1]
46	5	3363	28	23	[3, 1]
7	35	165	25	1	[63, 1]
76	30	824	5	1	[3, 1]
62	30	1494	63	23	[3, 1]
3	35	1142	61	17	[63, 1]
45	40	3801	14	13	[3, 1]
26	35	2434	37	22	[63, 1]
65	40	403	61	6	[63, 1]
67	0	2146	21	11	[3, 1]
36	20	2957	18	13	[9, 7]
67	20	3415	6	5	[9, 7]
19	10	3313	47	38	[3, 1]
53	5	1774	30	13	[9, 7]
44	5	4012	49	48	[63, 1]
73	40	827	59	12	[3, 1]
3	0	937	35	8	[3, 1]
48	5	313	13	1	[63, 1]
73	20	2954	61	44	[63, 1]
77	10	614	20	3	[3, 1]
75	40	3204	23	18	[3, 1]
73	45	1103	26	7	[3, 1]
55	35	3252	34	27	[3, 1]
72	45	3376	57	47	[3, 1]
63	35	3622	26	23	[3, 1]
12	20	1232	10	3	[3, 1]
40	45	2192	43	23	[9, 7]
3	40	1090	15	4	[3, 1]
55	15	1997	41	20	[3, 1]
43	0	1144	43	12	[9, 7]
77	35	2425	49	29	[63, 1]
68	25	1487	11	4	[3, 1]
71	35	476	43	5	[9, 7]
40	25	3752	12	11	[63, 1]
25	20	2930	7	5	[9, 7]
65	30	3998	42	41	[9, 7]
40	0	962	17	4	[3, 1]
54	15	316	13	1	[63, 1]
73	30	2421	22	13	[3, 1]
16	10	2351	54	31	[9, 7]
28	45	1218	37	11	[63, 1]
42	25	883	51	11	[3, 1]
64	10	2381	43	25	[9, 7]
77	40	148	55	2	[9, 7]
68	5	781	21	4	[3, 1]
71	45	2872	57	40	[3, 1]
13	40	3838	16	15	[3, 1]
73	35	3755	12	11	[63, 1]
39	45	2645	48	31	[63, 1]
65	10	1715	43	18	[9, 7]
72	30	2211	63	34	[3, 1]
63	10	2559	8	5	[3, 1]
26	20	444	37	4	[63, 1]
63	45	3419	61	51	[63, 1]
12	40	3080	4	3	[3, 1]
39	40	1021	4	1	[3, 1]
71	20	541	53	7	[3, 1]
77	15	3863	35	33	[3, 1]
61	20	1466	53	19	[3, 1]
43	20	3736	57	52	[3, 1]
74	20	3406	59	49	[3, 1]
51	45	2358	33	19	[3, 1]
51	40	475	43	5	[9, 7]
58	35	272	15	1	[3, 1]
42	0	2783	53	36	[3, 1]
68	45	808	61	12	[63, 1]
28	0	1219	47	14	[3, 1]
42	40	2151	40	21	[3, 1]
40	10	1518	27	10	[3, 1]
21	25	1910	15	7	[3, 1]
61	15	1853	42	19	[9, 7]
28	10	3765	62	57	[3, 1]
51	5	2055	2	1	[3, 1]
28	25	772	53	10	[3, 1]
59	45	678	6	1	[9, 7]
28	5	3287	61	49	[63, 1]
51	10	642	51	8	[3, 1]
77	30	3945	27	26	[3, 1]
58	30	335	49	4	[63, 1]
16	15	1504	49	18	[63, 1]
13	15	1136	18	5	[9, 7]
25	45	3535	51	44	[3, 1]
12	45	3065	4	3	[3, 1]
54	40	3082	61	46	[63, 1]
15	40	792	31	6	[9, 7]
13	30	471	61	7	[63, 1]
25	15	2033	2	1	[3, 1]
65	20	1707	12	5	[63, 1]
4	20	3540	59	51	[3, 1]
4	40	3755	12	11	[63, 1]
54	5	3800	55	51	[9, 7]
4	35	1707	12	5	[63, 1]
15	15	3936	51	49	[3, 1]
3	46	3415	6	5	[9, 7]
60	11	422	29	3	[3, 1]
40	36	2947	57	41	[3, 1]
77	26	2442	52	31	[3, 1]
51	1	2837	13	9	[63, 1]
73	1	3427	49	41	[63, 1]
21	41	210	39	2	[3, 1]
55	26	1287	35	11	[3, 1]
